cv_fold,snp_count,model,score
26,100,Lasso,0.72
26,100,ElasticNet,0.83
26,100,Random Forest,0.74
26,100,SVR,0.77
26,500,Ridge,0.8
26,500,Lasso,0.66
26,500,ElasticNet,0.83
26,500,Random Forest,0.8
26,500,SVR,0.88
26,2000,Ridge,0.73
26,2000,Lasso,0.67
26,2000,ElasticNet,0.87
26,2000,Random Forest,0.81
26,2000,SVR,0.9
26,5000,Ridge,0.91
26,5000,Lasso,0.56
26,5000,ElasticNet,0.91
26,5000,Random Forest,0.79
26,5000,SVR,0.93
26,10000,Ridge,0.91
26,10000,Lasso,0.61
26,10000,ElasticNet,0.91
26,10000,Random Forest,0.8
26,10000,SVR,0.93
26,All,Ridge,0.47
26,All,Lasso,0.47
26,All,ElasticNet,0.66
26,All,Random Forest,0.41
26,All,SVR,0.47
27,10,Ridge,0.65
27,10,Lasso,0.66
27,10,ElasticNet,0.67
27,10,Random Forest,0.62
27,10,SVR,0.66
27,52,Ridge,0.82
27,52,Lasso,0.66
27,52,ElasticNet,0.82
27,52,Random Forest,0.77
27,52,SVR,0.79
27,100,Ridge,0.82
27,100,Lasso,0.68
27,100,ElasticNet,0.84
27,100,Random Forest,0.78
27,100,SVR,0.84
27,500,Ridge,0.82
27,500,Lasso,0.68
27,500,ElasticNet,0.84
27,500,Random Forest,0.78
27,500,SVR,0.86
27,2000,Ridge,0.83
27,2000,Lasso,0.6
27,2000,ElasticNet,0.88
27,2000,Random Forest,0.8
27,2000,SVR,0.9
27,5000,Ridge,0.88
27,5000,Lasso,0.69
27,5000,ElasticNet,0.89
27,5000,Random Forest,0.78
27,5000,SVR,0.91
27,10000,Ridge,0.9
27,10000,Lasso,0.63
27,10000,ElasticNet,0.86
27,10000,Random Forest,0.76
27,10000,SVR,0.92
27,All,Ridge,0.46
27,All,Lasso,0.5
27,All,ElasticNet,0.6
27,All,Random Forest,0.57
27,All,SVR,0.52
28,10,Ridge,0.62
28,10,Lasso,0.57
28,10,ElasticNet,0.62
28,10,Random Forest,0.56
28,10,SVR,0.59
28,52,Ridge,0.73
28,52,Lasso,0.58
28,52,ElasticNet,0.77
28,52,Random Forest,0.7
28,52,SVR,0.7
28,100,Ridge,0.86
28,100,Lasso,0.58
28,100,ElasticNet,0.84
28,100,Random Forest,0.75
28,100,SVR,0.85
28,500,Ridge,0.87
28,500,Lasso,0.56
28,500,ElasticNet,0.87
28,500,Random Forest,0.72
28,500,SVR,0.89
28,2000,Ridge,0.82
28,2000,Lasso,0.55
28,2000,ElasticNet,0.83
28,2000,Random Forest,0.72
28,2000,SVR,0.85
28,5000,Ridge,0.86
28,5000,Lasso,0.49
28,5000,ElasticNet,0.82
28,5000,Random Forest,0.72
28,5000,SVR,0.87
28,10000,Ridge,0.87
28,10000,Lasso,0.46
28,10000,ElasticNet,0.84
28,10000,Random Forest,0.69
28,10000,SVR,0.86
28,All,Ridge,0.41
28,All,Lasso,0.39
28,All,ElasticNet,0.63
28,All,Random Forest,0.41
28,All,SVR,0.42
29,10,Ridge,0.72
29,10,Lasso,0.72
29,10,ElasticNet,0.72
29,10,Random Forest,0.68
29,10,SVR,0.73
29,52,Ridge,0.76
29,52,Lasso,0.69
29,52,ElasticNet,0.78
29,52,Random Forest,0.74
29,52,SVR,0.73
29,100,Ridge,0.84
29,100,Lasso,0.7
29,100,ElasticNet,0.84
29,100,Random Forest,0.76
29,100,SVR,0.85
29,500,Ridge,0.78
29,500,Lasso,0.68
29,500,ElasticNet,0.82
29,500,Random Forest,0.78
29,500,SVR,0.83
29,2000,Ridge,0.77
29,2000,Lasso,0.65
29,2000,ElasticNet,0.86
29,2000,Random Forest,0.77
29,2000,SVR,0.9
29,5000,Ridge,0.88
29,5000,Lasso,0.61
29,5000,ElasticNet,0.9
29,5000,Random Forest,0.77
29,5000,SVR,0.89
29,10000,Ridge,0.9
29,10000,Lasso,0.59
29,10000,ElasticNet,0.91
29,10000,Random Forest,0.72
29,10000,SVR,0.92
29,All,Ridge,0.41
29,All,Lasso,0.52
29,All,ElasticNet,0.59
29,All,Random Forest,0.46
29,All,SVR,0.48
30,10,Ridge,0.69
30,10,Lasso,0.7
30,10,ElasticNet,0.69
30,10,Random Forest,0.68
30,10,SVR,0.69
30,52,Ridge,0.77
30,52,Lasso,0.62
30,52,ElasticNet,0.76
30,52,Random Forest,0.7
30,52,SVR,0.73
30,100,Ridge,0.83
30,100,Lasso,0.63
30,100,ElasticNet,0.84
30,100,Random Forest,0.78
30,100,SVR,0.8
30,500,Ridge,0.82
30,500,Lasso,0.72
30,500,ElasticNet,0.9
30,500,Random Forest,0.81
30,500,SVR,0.88
30,2000,Ridge,0.74
30,2000,Lasso,0.75
30,2000,ElasticNet,0.9
30,2000,Random Forest,0.81
30,2000,SVR,0.92
30,5000,Ridge,0.88
30,5000,Lasso,0.66
30,5000,ElasticNet,0.86
30,5000,Random Forest,0.82
30,5000,SVR,0.91
30,10000,Ridge,0.91
30,10000,Lasso,0.62
30,10000,ElasticNet,0.9
30,10000,Random Forest,0.82
30,10000,SVR,0.92
30,All,Ridge,0.57
30,All,Lasso,0.49
30,All,ElasticNet,0.6
30,All,Random Forest,0.56
30,All,SVR,0.6
31,10,Ridge,0.6
31,10,Lasso,0.49
31,10,ElasticNet,0.6
31,10,Random Forest,0.55
31,10,SVR,0.55
31,52,Ridge,0.79
31,52,Lasso,0.66
31,52,ElasticNet,0.78
31,52,Random Forest,0.62
31,52,SVR,0.74
31,100,Ridge,0.72
31,100,Lasso,0.64
31,100,ElasticNet,0.73
31,100,Random Forest,0.62
31,100,SVR,0.72
31,500,Ridge,0.81
31,500,Lasso,0.57
31,500,ElasticNet,0.82
31,500,Random Forest,0.61
31,500,SVR,0.8
31,2000,Ridge,0.66
31,2000,Lasso,0.59
31,2000,ElasticNet,0.82
31,2000,Random Forest,0.7
31,2000,SVR,0.84
31,5000,Ridge,0.82
31,5000,Lasso,0.57
31,5000,ElasticNet,0.84
31,5000,Random Forest,0.7
31,5000,SVR,0.86
31,10000,Ridge,0.86
31,10000,Lasso,0.54
31,10000,ElasticNet,0.87
31,10000,Random Forest,0.69
31,10000,SVR,0.88
31,All,Ridge,0.49
31,All,Lasso,0.5
31,All,ElasticNet,0.58
31,All,Random Forest,0.45
31,All,SVR,0.5
32,10,Ridge,0.74
32,10,Lasso,0.73
32,10,ElasticNet,0.74
32,10,Random Forest,0.68
32,10,SVR,0.75
32,52,Ridge,0.87
32,52,Lasso,0.79
32,52,ElasticNet,0.88
32,52,Random Forest,0.84
32,52,SVR,0.81
32,100,Ridge,0.84
32,100,Lasso,0.8
32,100,ElasticNet,0.9
32,100,Random Forest,0.86
32,100,SVR,0.81
32,500,Ridge,0.86
32,500,Lasso,0.73
32,500,ElasticNet,0.92
32,500,Random Forest,0.87
32,500,SVR,0.91
32,2000,Ridge,0.74
32,2000,Lasso,0.75
32,2000,ElasticNet,0.93
32,2000,Random Forest,0.84
32,2000,SVR,0.94
32,5000,Ridge,0.93
32,5000,Lasso,0.72
32,5000,ElasticNet,0.9
32,5000,Random Forest,0.86
32,5000,SVR,0.95
32,10000,Ridge,0.93
32,10000,Lasso,0.69
32,10000,ElasticNet,0.9
32,10000,Random Forest,0.84
32,10000,SVR,0.96
32,All,Ridge,0.59
32,All,Lasso,0.54
32,All,ElasticNet,0.56
32,All,Random Forest,0.61
32,All,SVR,0.64
33,10,Ridge,0.67
33,10,Lasso,0.66
33,10,ElasticNet,0.67
33,10,Random Forest,0.59
33,10,SVR,0.65
33,52,Ridge,0.77
33,52,Lasso,0.67
33,52,ElasticNet,0.76
33,52,Random Forest,0.67
33,52,SVR,0.75
33,100,Ridge,0.75
33,100,Lasso,0.68
33,100,ElasticNet,0.78
33,100,Random Forest,0.68
33,100,SVR,0.73
33,500,Ridge,0.81
33,500,Lasso,0.65
33,500,ElasticNet,0.85
33,500,Random Forest,0.64
33,500,SVR,0.84
33,2000,Ridge,0.7
33,2000,Lasso,0.64
33,2000,ElasticNet,0.88
33,2000,Random Forest,0.64
33,2000,SVR,0.88
33,5000,Ridge,0.84
33,5000,Lasso,0.56
33,5000,ElasticNet,0.87
33,5000,Random Forest,0.67
33,5000,SVR,0.86
33,10000,Ridge,0.86
33,10000,Lasso,0.58
33,10000,ElasticNet,0.87
33,10000,Random Forest,0.67
33,10000,SVR,0.88
33,All,Ridge,0.38
33,All,Lasso,0.48
33,All,ElasticNet,0.3
33,All,Random Forest,0.43
33,All,SVR,0.43
34,10,Ridge,0.69
34,10,Lasso,0.68
34,10,ElasticNet,0.69
34,10,Random Forest,0.65
34,10,SVR,0.69
34,52,Ridge,0.77
34,52,Lasso,0.72
34,52,ElasticNet,0.78
34,52,Random Forest,0.78
34,52,SVR,0.73
34,100,Ridge,0.79
34,100,Lasso,0.73
34,100,ElasticNet,0.82
34,100,Random Forest,0.77
34,100,SVR,0.76
34,500,Ridge,0.79
34,500,Lasso,0.75
34,500,ElasticNet,0.83
34,500,Random Forest,0.82
34,500,SVR,0.86
34,2000,Ridge,0.64
34,2000,Lasso,0.66
34,2000,ElasticNet,0.85
34,2000,Random Forest,0.81
34,2000,SVR,0.89
34,5000,Ridge,0.85
34,5000,Lasso,0.6
34,5000,ElasticNet,0.85
34,5000,Random Forest,0.78
34,5000,SVR,0.88
34,10000,Ridge,0.9
34,10000,Lasso,0.57
34,10000,ElasticNet,0.88
34,10000,Random Forest,0.76
34,10000,SVR,0.91
34,All,Ridge,0.44
34,All,Lasso,0.51
34,All,ElasticNet,0.46
34,All,Random Forest,0.5
34,All,SVR,0.49
35,10,Ridge,0.74
35,10,Lasso,0.72
35,10,ElasticNet,0.74
35,10,Random Forest,0.62
35,10,SVR,0.74
35,52,Ridge,0.83
35,52,Lasso,0.75
35,52,ElasticNet,0.84
35,52,Random Forest,0.8
35,52,SVR,0.82
35,100,Ridge,0.83
35,100,Lasso,0.73
35,100,ElasticNet,0.84
35,100,Random Forest,0.79
35,100,SVR,0.79
35,500,Ridge,0.81
35,500,Lasso,0.72
35,500,ElasticNet,0.85
35,500,Random Forest,0.82
35,500,SVR,0.86
35,2000,Ridge,0.71
35,2000,Lasso,0.76
35,2000,ElasticNet,0.89
35,2000,Random Forest,0.8
35,2000,SVR,0.9
35,5000,Ridge,0.83
35,5000,Lasso,0.65
35,5000,ElasticNet,0.86
35,5000,Random Forest,0.82
35,5000,SVR,0.91
35,10000,Ridge,0.89
35,10000,Lasso,0.63
35,10000,ElasticNet,0.87
35,10000,Random Forest,0.77
35,10000,SVR,0.93
35,All,Ridge,0.49
35,All,Lasso,0.47
35,All,ElasticNet,0.65
35,All,Random Forest,0.5
35,All,SVR,0.5
36,10,Ridge,0.81
36,10,Lasso,0.81
36,10,ElasticNet,0.81
36,10,Random Forest,0.82
36,10,SVR,0.81
36,52,Ridge,0.81
36,52,Lasso,0.73
36,52,ElasticNet,0.81
36,52,Random Forest,0.79
36,52,SVR,0.81
36,100,Ridge,0.86
36,100,Lasso,0.72
36,100,ElasticNet,0.86
36,100,Random Forest,0.82
36,100,SVR,0.85
36,500,Ridge,0.84
36,500,Lasso,0.74
36,500,ElasticNet,0.9
36,500,Random Forest,0.82
36,500,SVR,0.9
36,2000,Ridge,0.67
36,2000,Lasso,0.69
36,2000,ElasticNet,0.9
36,2000,Random Forest,0.8
36,2000,SVR,0.93
36,5000,Ridge,0.9
36,5000,Lasso,0.63
36,5000,ElasticNet,0.89
36,5000,Random Forest,0.83
36,5000,SVR,0.94
36,10000,Ridge,0.92
36,10000,Lasso,0.7
36,10000,ElasticNet,0.94
36,10000,Random Forest,0.83
36,10000,SVR,0.96
36,All,Ridge,0.52
36,All,Lasso,0.53
36,All,ElasticNet,0.44
36,All,Random Forest,0.51
36,All,SVR,0.53
37,10,Ridge,0.66
37,10,Lasso,0.67
37,10,ElasticNet,0.66
37,10,Random Forest,0.59
37,10,SVR,0.68
37,52,Ridge,0.69
37,52,Lasso,0.66
37,52,ElasticNet,0.7
37,52,Random Forest,0.66
37,52,SVR,0.69
37,100,Ridge,0.73
37,100,Lasso,0.68
37,100,ElasticNet,0.75
37,100,Random Forest,0.71
37,100,SVR,0.7
37,500,Ridge,0.76
37,500,Lasso,0.69
37,500,ElasticNet,0.79
37,500,Random Forest,0.75
37,500,SVR,0.8
37,2000,Ridge,0.66
37,2000,Lasso,0.71
37,2000,ElasticNet,0.85
37,2000,Random Forest,0.75
37,2000,SVR,0.85
37,5000,Ridge,0.81
37,5000,Lasso,0.5
37,5000,ElasticNet,0.83
37,5000,Random Forest,0.76
37,5000,SVR,0.86
37,10000,Ridge,0.84
37,10000,Lasso,0.46
37,10000,ElasticNet,0.83
37,10000,Random Forest,0.73
37,10000,SVR,0.88
37,All,Ridge,0.42
37,All,Lasso,0.47
37,All,ElasticNet,0.59
37,All,Random Forest,0.47
37,All,SVR,0.49
38,10,Ridge,0.75
38,10,Lasso,0.74
38,10,ElasticNet,0.75
38,10,Random Forest,0.7
38,10,SVR,0.76
38,52,Ridge,0.85
38,52,Lasso,0.77
38,52,ElasticNet,0.86
38,52,Random Forest,0.81
38,52,SVR,0.83
38,100,Ridge,0.84
38,100,Lasso,0.78
38,100,ElasticNet,0.86
38,100,Random Forest,0.82
38,100,SVR,0.81
38,500,Ridge,0.83
38,500,Lasso,0.73
38,500,ElasticNet,0.85
38,500,Random Forest,0.8
38,500,SVR,0.86
38,2000,Ridge,0.73
38,2000,Lasso,0.69
38,2000,ElasticNet,0.88
38,2000,Random Forest,0.8
38,2000,SVR,0.89
38,5000,Ridge,0.87
38,5000,Lasso,0.68
38,5000,ElasticNet,0.85
38,5000,Random Forest,0.79
38,5000,SVR,0.9
38,10000,Ridge,0.88
38,10000,Lasso,0.65
38,10000,ElasticNet,0.88
38,10000,Random Forest,0.78
38,10000,SVR,0.91
38,All,Ridge,0.44
38,All,Lasso,0.56
38,All,ElasticNet,0.4
38,All,Random Forest,0.51
38,All,SVR,0.52
39,10,Ridge,0.69
39,10,Lasso,0.7
39,10,ElasticNet,0.69
39,10,Random Forest,0.64
39,10,SVR,0.69
39,52,Ridge,0.77
39,52,Lasso,0.67
39,52,ElasticNet,0.77
39,52,Random Forest,0.72
39,52,SVR,0.75
39,100,Ridge,0.79
39,100,Lasso,0.68
39,100,ElasticNet,0.79
39,100,Random Forest,0.72
39,100,SVR,0.78
39,500,Ridge,0.82
39,500,Lasso,0.7
39,500,ElasticNet,0.84
39,500,Random Forest,0.77
39,500,SVR,0.83
39,2000,Ridge,0.73
39,2000,Lasso,0.68
39,2000,ElasticNet,0.86
39,2000,Random Forest,0.78
39,2000,SVR,0.88
39,5000,Ridge,0.85
39,5000,Lasso,0.65
39,5000,ElasticNet,0.84
39,5000,Random Forest,0.78
39,5000,SVR,0.87
39,10000,Ridge,0.85
39,10000,Lasso,0.67
39,10000,ElasticNet,0.81
39,10000,Random Forest,0.79
39,10000,SVR,0.89
39,All,Ridge,0.55
39,All,Lasso,0.56
39,All,ElasticNet,0.71
39,All,Random Forest,0.53
39,All,SVR,0.57
40,10,Ridge,0.69
40,10,Lasso,0.75
40,10,ElasticNet,0.71
40,10,Random Forest,0.63
40,10,SVR,0.65
40,52,Ridge,0.76
40,52,Lasso,0.76
40,52,ElasticNet,0.79
40,52,Random Forest,0.78
40,52,SVR,0.74
40,100,Ridge,0.8
40,100,Lasso,0.77
40,100,ElasticNet,0.82
40,100,Random Forest,0.81
40,100,SVR,0.79
40,500,Ridge,0.81
40,500,Lasso,0.77
40,500,ElasticNet,0.87
40,500,Random Forest,0.81
40,500,SVR,0.88
40,2000,Ridge,0.78
40,2000,Lasso,0.74
40,2000,ElasticNet,0.88
40,2000,Random Forest,0.82
40,2000,SVR,0.93
40,5000,Ridge,0.9
40,5000,Lasso,0.68
40,5000,ElasticNet,0.89
40,5000,Random Forest,0.84
40,5000,SVR,0.93
40,10000,Ridge,0.92
40,10000,Lasso,0.73
40,10000,ElasticNet,0.92
40,10000,Random Forest,0.83
40,10000,SVR,0.95
40,All,Ridge,0.69
40,All,Lasso,0.7
40,All,ElasticNet,0.6
40,All,Random Forest,0.61
40,All,SVR,0.69
41,10,Ridge,0.58
41,10,Lasso,0.54
41,10,ElasticNet,0.58
41,10,Random Forest,0.54
41,10,SVR,0.57
41,52,Ridge,0.79
41,52,Lasso,0.74
41,52,ElasticNet,0.79
41,52,Random Forest,0.75
41,52,SVR,0.78
41,100,Ridge,0.86
41,100,Lasso,0.73
41,100,ElasticNet,0.86
41,100,Random Forest,0.83
41,100,SVR,0.84
41,500,Ridge,0.83
41,500,Lasso,0.65
41,500,ElasticNet,0.84
41,500,Random Forest,0.77
41,500,SVR,0.87
41,2000,Ridge,0.78
41,2000,Lasso,0.69
41,2000,ElasticNet,0.88
41,2000,Random Forest,0.8
41,2000,SVR,0.89
41,5000,Ridge,0.85
41,5000,Lasso,0.59
41,5000,ElasticNet,0.82
41,5000,Random Forest,0.8
41,5000,SVR,0.89
41,10000,Ridge,0.89
41,10000,Lasso,0.59
41,10000,ElasticNet,0.89
41,10000,Random Forest,0.75
41,10000,SVR,0.91
41,All,Ridge,0.48
41,All,Lasso,0.46
41,All,ElasticNet,0.54
41,All,Random Forest,0.51
41,All,SVR,0.5
42,10,Ridge,0.55
42,10,Lasso,0.54
42,10,ElasticNet,0.55
42,10,Random Forest,0.51
42,10,SVR,0.57
42,52,Ridge,0.85
42,52,Lasso,0.78
42,52,ElasticNet,0.85
42,52,Random Forest,0.8
42,52,SVR,0.82
42,100,Ridge,0.85
42,100,Lasso,0.76
42,100,ElasticNet,0.85
42,100,Random Forest,0.79
42,100,SVR,0.82
42,500,Ridge,0.8
42,500,Lasso,0.73
42,500,ElasticNet,0.86
42,500,Random Forest,0.78
42,500,SVR,0.88
42,2000,Ridge,0.61
42,2000,Lasso,0.7
42,2000,ElasticNet,0.87
42,2000,Random Forest,0.8
42,2000,SVR,0.89
42,5000,Ridge,0.85
42,5000,Lasso,0.58
42,5000,ElasticNet,0.89
42,5000,Random Forest,0.76
42,5000,SVR,0.9
42,10000,Ridge,0.86
42,10000,Lasso,0.56
42,10000,ElasticNet,0.86
42,10000,Random Forest,0.79
42,10000,SVR,0.91
42,All,Ridge,0.34
42,All,Lasso,0.34
42,All,ElasticNet,0.5
42,All,Random Forest,0.34
42,All,SVR,0.4
43,10,Ridge,0.79
43,10,Lasso,0.8
43,10,ElasticNet,0.81
43,10,Random Forest,0.68
43,10,SVR,0.76
43,52,Ridge,0.76
43,52,Lasso,0.75
43,52,ElasticNet,0.78
43,52,Random Forest,0.76
43,52,SVR,0.71
43,100,Ridge,0.81
43,100,Lasso,0.72
43,100,ElasticNet,0.83
43,100,Random Forest,0.78
43,100,SVR,0.76
43,500,Ridge,0.85
43,500,Lasso,0.84
43,500,ElasticNet,0.9
43,500,Random Forest,0.84
43,500,SVR,0.88
43,2000,Ridge,0.65
43,2000,Lasso,0.8
43,2000,ElasticNet,0.86
43,2000,Random Forest,0.8
43,2000,SVR,0.87
43,5000,Ridge,0.85
43,5000,Lasso,0.7
43,5000,ElasticNet,0.86
43,5000,Random Forest,0.82
43,5000,SVR,0.91
43,10000,Ridge,0.87
43,10000,Lasso,0.71
43,10000,ElasticNet,0.83
43,10000,Random Forest,0.81
43,10000,SVR,0.91
43,All,Ridge,0.54
43,All,Lasso,0.64
43,All,ElasticNet,0.69
43,All,Random Forest,0.66
43,All,SVR,0.65
44,10,Ridge,0.71
44,10,Lasso,0.68
44,10,ElasticNet,0.71
44,10,Random Forest,0.67
44,10,SVR,0.71
44,52,Ridge,0.81
44,52,Lasso,0.71
44,52,ElasticNet,0.8
44,52,Random Forest,0.71
44,52,SVR,0.83
44,100,Ridge,0.83
44,100,Lasso,0.7
44,100,ElasticNet,0.84
44,100,Random Forest,0.72
44,100,SVR,0.81
44,500,Ridge,0.8
44,500,Lasso,0.64
44,500,ElasticNet,0.84
44,500,Random Forest,0.75
44,500,SVR,0.85
44,2000,Ridge,0.69
44,2000,Lasso,0.7
44,2000,ElasticNet,0.85
44,2000,Random Forest,0.8
44,2000,SVR,0.89
44,5000,Ridge,0.86
44,5000,Lasso,0.63
44,5000,ElasticNet,0.86
44,5000,Random Forest,0.79
44,5000,SVR,0.91
44,10000,Ridge,0.91
44,10000,Lasso,0.63
44,10000,ElasticNet,0.89
44,10000,Random Forest,0.78
44,10000,SVR,0.93
44,All,Ridge,0.45
44,All,Lasso,0.53
44,All,ElasticNet,0.62
44,All,Random Forest,0.48
44,All,SVR,0.53
45,10,Ridge,0.81
45,10,Lasso,0.81
45,10,ElasticNet,0.82
45,10,Random Forest,0.79
45,10,SVR,0.82
45,52,Ridge,0.9
45,52,Lasso,0.77
45,52,ElasticNet,0.9
45,52,Random Forest,0.85
45,52,SVR,0.9
45,100,Ridge,0.91
45,100,Lasso,0.79
45,100,ElasticNet,0.9
45,100,Random Forest,0.88
45,100,SVR,0.9
45,500,Ridge,0.83
45,500,Lasso,0.77
45,500,ElasticNet,0.88
45,500,Random Forest,0.86
45,500,SVR,0.89
45,2000,Ridge,0.71
45,2000,Lasso,0.77
45,2000,ElasticNet,0.88
45,2000,Random Forest,0.85
45,2000,SVR,0.91
45,5000,Ridge,0.91
45,5000,Lasso,0.75
45,5000,ElasticNet,0.9
45,5000,Random Forest,0.87
45,5000,SVR,0.92
45,10000,Ridge,0.91
45,10000,Lasso,0.74
45,10000,ElasticNet,0.9
45,10000,Random Forest,0.87
45,10000,SVR,0.94
45,All,Ridge,0.6
45,All,Lasso,0.58
45,All,ElasticNet,0.58
45,All,Random Forest,0.61
45,All,SVR,0.67
46,10,Ridge,0.57
46,10,Lasso,0.55
46,10,ElasticNet,0.58
46,10,Random Forest,0.59
46,10,SVR,0.57
46,52,Ridge,0.74
46,52,Lasso,0.52
46,52,ElasticNet,0.72
46,52,Random Forest,0.61
46,52,SVR,0.75
46,100,Ridge,0.81
46,100,Lasso,0.53
46,100,ElasticNet,0.78
46,100,Random Forest,0.69
46,100,SVR,0.81
46,500,Ridge,0.75
46,500,Lasso,0.64
46,500,ElasticNet,0.82
46,500,Random Forest,0.76
46,500,SVR,0.82
46,2000,Ridge,0.72
46,2000,Lasso,0.63
46,2000,ElasticNet,0.85
46,2000,Random Forest,0.76
46,2000,SVR,0.89
46,5000,Ridge,0.84
46,5000,Lasso,0.53
46,5000,ElasticNet,0.86
46,5000,Random Forest,0.71
46,5000,SVR,0.88
46,10000,Ridge,0.89
46,10000,Lasso,0.56
46,10000,ElasticNet,0.85
46,10000,Random Forest,0.72
46,10000,SVR,0.91
46,All,Ridge,0.38
46,All,Lasso,0.43
46,All,ElasticNet,0.34
46,All,Random Forest,0.48
46,All,SVR,0.46
47,10,Ridge,0.83
47,10,Lasso,0.84
47,10,ElasticNet,0.83
47,10,Random Forest,0.77
47,10,SVR,0.84
47,52,Ridge,0.8
47,52,Lasso,0.81
47,52,ElasticNet,0.82
47,52,Random Forest,0.77
47,52,SVR,0.77
47,100,Ridge,0.87
47,100,Lasso,0.83
47,100,ElasticNet,0.89
47,100,Random Forest,0.83
47,100,SVR,0.86
47,500,Ridge,0.88
47,500,Lasso,0.8
47,500,ElasticNet,0.91
47,500,Random Forest,0.84
47,500,SVR,0.9
47,2000,Ridge,0.64
47,2000,Lasso,0.75
47,2000,ElasticNet,0.86
47,2000,Random Forest,0.84
47,2000,SVR,0.92
47,5000,Ridge,0.89
47,5000,Lasso,0.66
47,5000,ElasticNet,0.88
47,5000,Random Forest,0.86
47,5000,SVR,0.91
47,10000,Ridge,0.91
47,10000,Lasso,0.63
47,10000,ElasticNet,0.88
47,10000,Random Forest,0.83
47,10000,SVR,0.92
47,All,Ridge,0.5
47,All,Lasso,0.51
47,All,ElasticNet,0.68
47,All,Random Forest,0.63
47,All,SVR,0.59
48,10,Ridge,0.76
48,10,Lasso,0.77
48,10,ElasticNet,0.77
48,10,Random Forest,0.67
48,10,SVR,0.76
48,52,Ridge,0.79
48,52,Lasso,0.71
48,52,ElasticNet,0.81
48,52,Random Forest,0.76
48,52,SVR,0.78
48,100,Ridge,0.84
48,100,Lasso,0.74
48,100,ElasticNet,0.85
48,100,Random Forest,0.79
48,100,SVR,0.81
48,500,Ridge,0.77
48,500,Lasso,0.72
48,500,ElasticNet,0.83
48,500,Random Forest,0.83
48,500,SVR,0.85
48,2000,Ridge,0.69
48,2000,Lasso,0.66
48,2000,ElasticNet,0.87
48,2000,Random Forest,0.85
48,2000,SVR,0.91
48,5000,Ridge,0.89
48,5000,Lasso,0.61
48,5000,ElasticNet,0.9
48,5000,Random Forest,0.87
48,5000,SVR,0.93
48,10000,Ridge,0.91
48,10000,Lasso,0.61
48,10000,ElasticNet,0.89
48,10000,Random Forest,0.83
48,10000,SVR,0.94
48,All,Ridge,0.51
48,All,Lasso,0.51
48,All,ElasticNet,0.47
48,All,Random Forest,0.57
48,All,SVR,0.55
49,10,Ridge,0.77
49,10,Lasso,0.77
49,10,ElasticNet,0.77
49,10,Random Forest,0.71
49,10,SVR,0.77
49,52,Ridge,0.72
49,52,Lasso,0.69
49,52,ElasticNet,0.74
49,52,Random Forest,0.75
49,52,SVR,0.68
49,100,Ridge,0.83
49,100,Lasso,0.68
49,100,ElasticNet,0.82
49,100,Random Forest,0.84
49,100,SVR,0.8
49,500,Ridge,0.84
49,500,Lasso,0.68
49,500,ElasticNet,0.87
49,500,Random Forest,0.79
49,500,SVR,0.87
49,2000,Ridge,0.74
49,2000,Lasso,0.77
49,2000,ElasticNet,0.9
49,2000,Random Forest,0.8
49,2000,SVR,0.91
49,5000,Ridge,0.83
49,5000,Lasso,0.72
49,5000,ElasticNet,0.88
49,5000,Random Forest,0.81
49,5000,SVR,0.9
49,10000,Ridge,0.89
49,10000,Lasso,0.72
49,10000,ElasticNet,0.88
49,10000,Random Forest,0.8
49,10000,SVR,0.92
49,All,Ridge,0.52
49,All,Lasso,0.53
49,All,ElasticNet,0.61
49,All,Random Forest,0.58
49,All,SVR,0.57
50,10,Ridge,0.72
50,10,Lasso,0.71
50,10,ElasticNet,0.72
50,10,Random Forest,0.66
50,10,SVR,0.72
50,52,Ridge,0.79
50,52,Lasso,0.74
50,52,ElasticNet,0.79
50,52,Random Forest,0.78
50,52,SVR,0.77
50,100,Ridge,0.81
50,100,Lasso,0.71
50,100,ElasticNet,0.82
50,100,Random Forest,0.8
50,100,SVR,0.78
50,500,Ridge,0.83
50,500,Lasso,0.75
50,500,ElasticNet,0.87
50,500,Random Forest,0.82
50,500,SVR,0.88
50,2000,Ridge,0.73
50,2000,Lasso,0.71
50,2000,ElasticNet,0.85
50,2000,Random Forest,0.79
50,2000,SVR,0.9
50,5000,Ridge,0.87
50,5000,Lasso,0.6
50,5000,ElasticNet,0.85
50,5000,Random Forest,0.83
50,5000,SVR,0.9
50,10000,Ridge,0.89
50,10000,Lasso,0.63
50,10000,ElasticNet,0.87
50,10000,Random Forest,0.78
50,10000,SVR,0.91
50,All,Ridge,0.48
50,All,Lasso,0.52
50,All,ElasticNet,0.6
50,All,Random Forest,0.48
50,All,SVR,0.52
51,10,Ridge,0.74
51,10,Lasso,0.74
51,10,ElasticNet,0.74
51,10,Random Forest,0.68
51,10,SVR,0.72
51,52,Ridge,0.84
51,52,Lasso,0.78
51,52,ElasticNet,0.84
51,52,Random Forest,0.84
51,52,SVR,0.84
51,100,Ridge,0.87
51,100,Lasso,0.79
51,100,ElasticNet,0.88
51,100,Random Forest,0.84
51,100,SVR,0.85
51,500,Ridge,0.82
51,500,Lasso,0.8
51,500,ElasticNet,0.86
51,500,Random Forest,0.84
51,500,SVR,0.87
51,2000,Ridge,0.67
51,2000,Lasso,0.66
51,2000,ElasticNet,0.86
51,2000,Random Forest,0.83
51,2000,SVR,0.87
51,5000,Ridge,0.87
